id,name,status,dup_predict,dup_train,Prediction,AD,Confidence
DB07565,Chloramphenicol succinate,approved,,,Inactive,Inactive,0.71
DB07567,"(2R,3R,4S)-3-(4-HYDROXYPHENYL)-4-METHYL-2-[4-(2-PYRROLIDIN-1-YLETHOXY)PHENYL]CHROMAN-6-OL",experimental,,,Inactive,,0.64
DB07568,"(2S)-2-[(2,1,3-BENZOTHIADIAZOL-4-YLSULFONYL)AMINO]-2-PHENYL-N-PYRIDIN-4-YLACETAMIDE",experimental,,,Inactive,Inactive,0.74
DB07569,CIS-4-METHYL-N-[(1S)-3-(METHYLSULFANYL)-1-(PYRIDIN-4-YLCARBAMOYL)PROPYL]CYCLOHEXANECARBOXAMIDE,experimental,,,Inactive,Inactive,0.84
DB07570,3-CYCLOHEXYL-1-(2-MORPHOLIN-4-YL-2-OXOETHYL)-2-PHENYL-1H-INDOLE-6-CARBOXYLIC ACID,experimental,,,Inactive,Inactive,0.77
DB07571,"N~2~-[(BENZYLOXY)CARBONYL]-N-[(1S,2S)-2-HYDROXY-1-(4-HYDROXYBENZYL)PROPYL]-L-LEUCINAMIDE",experimental,,,Active,,0.68
DB07572,3-{[(4-methylphenyl)sulfonyl]amino}propyl pyridin-4-ylcarbamate,experimental,,,Inactive,Inactive,0.89
DB07573,"(2S)-1-(2,5-dimethylphenoxy)-3-morpholin-4-ylpropan-2-ol",experimental,,,Inactive,Inactive,0.86
DB07574,"2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE",experimental,,,Inactive,Inactive,0.72
DB07575,"2,4-DIAMINO-1,5-DIPHENYL-3-HYDROXYPENTANE",experimental,,,Inactive,Inactive,0.79
DB07577,"2,4-Diamino-5-phenyl-6-ethylpyrimidine",experimental,,,Inactive,,0.62
DB07578,CP-94707,experimental,,,Inactive,,0.61
DB07579,"Bis-1,2-{[(Z)-2-carboxy-2-methyl-1,3-dioxane]-5-yloxycarbamoyl}-ethane",experimental,,,Inactive,Inactive,0.71
DB07580,"BIS-1,2-{[(Z)-2CARBOXY-2-METHYL-1,3-DIOXANE]-5-YLOXYCARBONYL}-PIPERAZINE",experimental,,,Inactive,Inactive,0.77
DB07581,5-AMINO-6-CYCLOHEXYL-4-HYDROXY-2-ISOPROPYL-HEXANOIC ACID,experimental,,,Inactive,Inactive,0.76
DB07582,"N-[(2R,3S)-1-((2S)-2-{[(CYCLOPENTYLAMINO)CARBONYL]AMINO}-3-METHYLBUTANOYL)-2-(1-FORMYL-1-CYCLOBUTYL)PYRROLIDINYL]CYCLOPROPANECARBOXAMIDE",experimental,,,Inactive,Inactive,0.76
DB07583,"(4R,2S)-5'-(4-(4-CHLOROBENZYLOXY)PYRROLIDIN-2-YLMETHANESULFONYL)ISOQUINOLINE",experimental,,,Inactive,,0.52
DB07584,"N-[2-(5-methyl-4H-1,2,4-triazol-3-yl)phenyl]-7H-pyrrolo[2,3-d]pyrimidin-4-amine",experimental,,,Inactive,Inactive,0.72
DB07585,"5-(5-chloro-7H-pyrrolo[2,3-d]pyrimidin-4-yl)-4,5,6,7-tetrahydro-1H-imidazo[4,5-c]pyridine",experimental,,,Inactive,Inactive,0.78
DB07586,"5-(4-METHYL-BENZOYLAMINO)-BIPHENYL-3,4'-DICARBOXYLIC ACID 3-DIMETHYLAMIDE-4'-HYDROXYAMIDE",experimental,,,Inactive,Inactive,0.72
DB07587,"N-(1-CYANOCYCLOPROPYL)-3-({[(2S)-5-OXOPYRROLIDIN-2-YL]METHYL}SULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE",experimental,,,Inactive,Inactive,0.76
DB07588,"3,4-DI-1H-INDOL-3-YL-1H-PYRROLE-2,5-DICARBOXYLIC ACID",experimental,,,Inactive,,0.66
DB07589,"N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(BENZYLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-HYDROXYPHENYL)ETHYL]-L-ALANINAMIDE",experimental,,,Inactive,Inactive,0.71
DB07590,"S-[3-(3,4-DICHLOROPHENYL)-3-OXOPROPYL]-L-CYSTEINE",experimental,,,Inactive,Inactive,0.85
DB07591,N1-CYCLOPENTYL-N2-(THIAZOL-2-YL)OXALAMIDE,experimental,,,Inactive,Inactive,0.85
DB07592,(2R)-3-Methyl-1-phenyl-2-butanyl [(2S)-1-oxo-2-hexanyl]carbamate,experimental,,,Inactive,Inactive,0.72
DB07593,1-(PHENYLMETHYL)CYCLOPENTYL[(1S)-1-FORMYLPENTYL]CARBAMATE,experimental,,,Inactive,Inactive,0.71
DB07594,CCT-018159,experimental,,,Inactive,Inactive,0.88
DB07595,"(5Z)-5-(3-BROMOCYCLOHEXA-2,5-DIEN-1-YLIDENE)-N-(PYRIDIN-4-YLMETHYL)-1,5-DIHYDROPYRAZOLO[1,5-A]PYRIMIDIN-7-AMINE",experimental,,,Inactive,,0.64
DB07596,"(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate",experimental,,,Inactive,Inactive,0.78
DB07597,"CIS-(1R,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL",experimental,,,Inactive,Inactive,0.82
DB07598,"2,3,6A,7,8,9-HEXAHYDRO-11H-[1,4]DIOXINO[2,3-G]PYRROLO[2,1-B][1,3]BENZOXAZIN-11-ONE",experimental,,,Inactive,Inactive,0.84
DB07599,[(2-AMINO-ALPHA-METHOXYIMINO-4-THIAZOLYLACETYL)AMINO]METHYLBORONIC ACID,experimental,,,Inactive,Inactive,0.74
DB07601,"4-chloro-6-{5-[(2-morpholin-4-ylethyl)amino]-1,2-benzisoxazol-3-yl}benzene-1,3-diol",experimental,,,Inactive,Inactive,0.81
DB07602,S-{3-[(4-ANILINOQUINAZOLIN-6-YL)AMINO]-3-OXOPROPYL}-L-CYSTEINE,experimental,,,Inactive,Inactive,0.74
DB07603,N-hexanoyl-L-homocysteine,experimental,,,Inactive,Inactive,0.78
DB07604,"(6AR,11AS,11BR)-10-ACETYL-9-HYDROXY-7,7-DIMETHYL-2,6,6A,7,11A,11B-HEXAHYDRO-11H-PYRROLO[1',2':2,3]ISOINDOLO[4,5,6-CD]INDOL-11-ONE",experimental,,,Inactive,,0.66
DB07605,"2-({4-[(5-CHLORO-1H-INDOL-2-YL)SULFONYL]PIPERAZIN-1-YL}CARBONYL)THIENO[3,2-B]PYRIDINE 4-OXIDE",experimental,,,Inactive,Inactive,0.7
DB07606,"6-(3,4-DIHYDROXYBENZYL)-3-ETHYL-1-(2,4,6-TRICHLOROPHENYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4(5H)-ONE",experimental,,,Inactive,Inactive,0.76
DB07607,4-[5-(3-IODO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-1H-IMIDAZOL-4-YL]-PYRIDINE,experimental,,,Active,,0.5
DB07608,N-(5-{[(2S)-4-amino-2-(3-chlorophenyl)butanoyl]amino}-1H-indazol-3-yl)benzamide,experimental,,,Inactive,Inactive,0.72
DB07609,"N,N-DIMETHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE",experimental,,,Inactive,,0.53
DB07610,"1,2-Dihydroxynaphthalene",experimental,,,Inactive,Inactive,0.7
DB07611,DECANE-1-THIOL,experimental,,,Inactive,Inactive,0.77
DB07612,6-(3-AMINOPHENYL)-N-(TERT-BUTYL)-2-(TRIFLUOROMETHYL)QUINAZOLIN-4-AMINE,experimental,,,Inactive,Inactive,0.82
DB07613,3-phenyl-5-(1H-pyrazol-3-yl)isoxazole,experimental,,,Inactive,Inactive,0.9
DB07614,"PHENYL-5-(1H-PYRAZOL-3-YL)-1,3-THIAZOLE",experimental,,,Inactive,Inactive,0.73
DB07615,Tranilast,investigational,,,Inactive,Inactive,0.72
DB07616,"4-{[4-(4-fluoro-3-methylphenyl)-1,3-thiazol-2-yl]amino}-2-hydroxybenzoic acid",experimental,,,Inactive,,0.58
DB07617,N-METHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE,experimental,,,Inactive,,0.63
DB07618,"2-(4-(AMINOMETHYL)PIPERIDIN-1-YL)-N-(3_CYCLOHEXYL-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)ACETAMIDE",experimental,,,Inactive,Inactive,0.79
DB07619,"N-cyclopropyl-N-(trans-4-pyridin-3-ylcyclohexyl)-4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide",experimental,,,Inactive,,0.56
DB07620,"2-[(2,4-DICHLORO-5-METHYLPHENYL)SULFONYL]-1,3-DINITRO-5-(TRIFLUOROMETHYL)BENZENE",experimental,,CHEMBL212218,Active,Active,0.72
DB07621,(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE,experimental,,,Inactive,,0.66
DB07622,"1-(3-(2,4-DIMETHYLTHIAZOL-5-YL)-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)-3-(4-METHYLPIPERAZIN-1-YL)UREA",experimental,,,Inactive,Inactive,0.74
DB07623,"4,4'-DIPYRIDYL DISULFIDE",experimental,,,Inactive,Inactive,0.83
DB07624,"1-{[(3R)-3-methyl-4-({4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]phenyl}sulfonyl)piperazin-1-yl]methyl}cyclopropanecarboxamide",experimental,,,Inactive,Inactive,0.81
DB07625,"4-(2-aminoethoxy)-N-(2,5-diethoxyphenyl)-3,5-dimethylbenzamide",experimental,,,Inactive,Inactive,0.83
DB07626,"4-(2-aminoethoxy)-N-(3-chloro-2-ethoxy-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide",experimental,,,Inactive,Inactive,0.92
DB07627,(2S)-4-METHYL-2-(3-PHENYLTHIOUREIDO)-N-((3S)-TETRAHYDRO-2-HYDROXY-3-FURANYL)PENTANAMIDE,experimental,,,Inactive,,0.64
DB07628,"6-(2-fluorobenzyl)-2,4-dimethyl-4,6-dihydro-5H-thieno[2',3':4,5]pyrrolo[2,3-d]pyridazin-5-one",experimental,,,Inactive,Inactive,0.7
DB07629,"N-((1R,2S)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE",experimental,,,Inactive,Inactive,0.77
DB07630,"N-((1R,2R)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE",experimental,,,Inactive,Inactive,0.77
DB07631,Lauryldimethylbetaine,experimental,DB05398,,Inactive,Inactive,0.74
DB07632,"5-(2-chlorophenyl)-1,3,4-thiadiazole-2-sulfonamide",experimental,,,Inactive,Inactive,0.88
DB07633,octyl 3-deoxy-2-O-(6-deoxy-alpha-L-galactopyranosyl)-beta-D-xylo-hexopyranoside,experimental,,,Active,,0.5
DB07634,"(2,6-Dimethylphenoxy)acetic acid",experimental,,,Inactive,Inactive,0.84
DB07635,"4,4'-Dihydroxybenzophenone",experimental,,,Inactive,Inactive,0.89
DB07636,"5-Heptyl-6-hydroxy-1,3-benzothiazole-4,7-dione",experimental,,,Inactive,Inactive,0.75
DB07637,Dibromotyrosine,experimental,,,Inactive,Inactive,0.73
DB07638,"(3AS,4R,9BR)-2,2-DIFLUORO-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL",experimental,,,Inactive,,0.66
DB07639,3-(7-DIAMINOMETHYL-NAPHTHALEN-2-YL)-PROPIONIC ACID ETHYL ESTER,experimental,,,Inactive,,0.61
DB07640,"2-decyl-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione",experimental,,,Inactive,,0.66
DB07641,Decyl(dimethyl)phosphine oxide,experimental,,,Inactive,Inactive,0.73
DB07642,"5-{[1-(2-fluorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine",experimental,,,Inactive,,0.51
DB07643,"5-{[1-(2,3-dichlorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine",experimental,,,Inactive,,0.52
DB07644,"5-[(1S)-1-(3-chlorophenyl)ethoxy]quinazoline-2,4-diamine",experimental,,,Inactive,,0.55
DB07645,Sebacic acid,experimental,,,Inactive,Inactive,0.76
DB07646,"UNDECYLAMINE-N,N-DIMETHYL-N-OXIDE",experimental,,,Inactive,Inactive,0.78
DB07647,"(2R)-1-[(5,6-DIPHENYL-7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)AMINO]PROPAN-2-OL",experimental,,,Inactive,Inactive,0.89
DB07648,"(2R)-3-{[(4Z)-5,6-DIPHENYL-6,7-DIHYDRO-4H-PYRROLO[2,3-D]PYRIMIDIN-4-YLIDENE]AMINO}PROPANE-1,2-DIOL",experimental,,,Inactive,Inactive,0.85
DB07649,"(3R,4S)-1-[(4-amino-5H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-[(benzylsulfanyl)methyl]pyrrolidin-3-ol",experimental,,,Inactive,,0.66
DB07650,Decyl formate,experimental,,,Inactive,Inactive,0.78
DB07651,N-ACETYL-L-PHENYLALANYL-4-[DIFLUORO(PHOSPHONO)METHYL]-L-PHENYLALANINAMIDE,experimental,,,Inactive,,0.54
DB07652,"1-[2-DEOXYRIBOFURANOSYL]-2,4-DIFLUORO-5-METHYL-BENZENE-5'MONOPHOSPHATE",experimental,,,Inactive,Inactive,0.74
DB07653,"N-(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)GLYCINE",experimental,,,Inactive,Inactive,0.9
DB07654,"(5,6-DIPHENYL-FURO[2,3-D]PYRIMIDIN-4-YLAMINO)-ACETIC",experimental,,,Inactive,,0.67
DB07655,"3-AMINO-3-BENZYL-[4.3.0]BICYCLO-1,6-DIAZANONAN-2-ONE",experimental,,,Inactive,Inactive,0.75
DB07657,PHOSPHONIC ACID 2-DODECANOYLAMINO-HEXYL ESTER PROPYL ESTER,experimental,,,Inactive,,0.69
DB07658,AC-(D)Phe-pro-borolys-OH,experimental,,,Inactive,,0.62
DB07659,AC-(D)PHE-PRO-BOROHOMOLYS-OH,experimental,,,Inactive,,0.62
DB07660,AC-(D)PHE-PRO-BOROHOMOORNITHINE-OH,experimental,,,Inactive,,0.64
DB07661,"1,6-Naphthalenediol",experimental,,,Inactive,Inactive,0.83
DB07662,PD-168393,experimental,,,Inactive,Inactive,0.77
DB07663,"2-[(1R)-1-CARBOXY-2-(4-HYDROXYPHENYL)ETHYL]-1,3-DIOXOISOINDOLINE-5-CARBOXYLIC ACID",experimental,,,Inactive,Inactive,0.76
DB07664,K-00546,experimental,,,Inactive,Inactive,0.71
DB07665,"N-[2-(carbamimidamidooxy)ethyl]-2-{6-cyano-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-2-fluorophenyl}acetamide",experimental,,,Inactive,,0.64
DB07666,"(3R,4S)-1-{6-[3-(METHYLSULFONYL)PHENYL]PYRIMIDIN-4-YL}-4-(2,4,5-TRIFLUOROPHENYL)PYRROLIDIN-3-AMINE",experimental,,,Inactive,Inactive,0.75
DB07667,"2-((3',5'-DIMETHYL-4'-HYDROXYPHENYL)AZO)BENZOIC ACID",experimental,,,Inactive,,0.66
DB07668,3-(4-DIETHYLAMINO-2-HYDROXY-PHENYL)-2-METHYL-PROPIONIC ACID,experimental,,,Inactive,,0.64
DB07669,"2,3-Dimethyl-1,4-naphthoquinone",experimental,,,Inactive,Inactive,0.94
DB07670,"N,4-Dimethyl-N-(1-phenyl-1H-pyrazol-5-yl)benzenesulfonamide",experimental,,,Inactive,Inactive,0.79
DB07671,"2-[1-METHYLHEXYL]-4,6-DINITROPHENOL",experimental,,,Inactive,Inactive,0.71
DB07672,TRANS-2-(DIMETHYLPHENYLSILYL)-PIPERIDINE-N-OXIDE,experimental,,,Inactive,Inactive,0.79
DB07673,(2S)-2-Methyl-3-phenylpropanoic acid,experimental,,,Inactive,Inactive,0.79
DB07674,"O,O-DIETHYL HYDROGEN THIOPHOSPHATE",experimental,,,Inactive,Inactive,0.82
DB07675,(2S)-2-ETHOXY-3-{4-[2-(10H-PHENOXAZIN-10-YL)ETHOXY]PHENYL}PROPANOIC ACID,experimental,DB06533,,Inactive,,0.69
DB07676,"3-({[(3S)-3,4-dihydroxybutyl]oxy}amino)-1H,2'H-2,3'-biindol-2'-one",experimental,,,Inactive,,0.61
DB07677,"2-methyl-3,5,7,8-tetrahydro-4H-thiopyrano[4,3-d]pyrimidin-4-one",experimental,,,Inactive,Inactive,0.92
DB07678,"(9ALPHA,13BETA,17BETA)-2-[(1Z)-BUT-1-EN-1-YL]ESTRA-1,3,5(10)-TRIENE-3,17-DIOL",experimental,,,Inactive,Inactive,0.79
DB07679,"(9S,12S)-9-(1-methylethyl)-7,10-dioxo-2-oxa-8,11-diazabicyclo[12.2.2]octadeca-1(16),14,17-triene-12-carboxylic acid",experimental,,,Inactive,,0.68
DB07680,[(1S)-1-(5-CHLORO-1-BENZOTHIEN-3-YL)-2-(2-NAPHTHYLAMINO)-2-OXOETHYL]PHOSPHONIC ACID,experimental,,,Inactive,,0.59
DB07681,DODECANESULFONATE ION,experimental,,,Inactive,Inactive,0.73
DB07683,"N-(dibenzo[b,d]thiophen-3-ylsulfonyl)-L-valine",experimental,,,Inactive,,0.68
DB07684,5-(DIMETHYLAMINO)-2-NAPHTHALENESULFONIC ACID,experimental,,,Inactive,,0.68
DB07685,"4-{[5-(CYCLOHEXYLMETHOXY)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE",experimental,,,Inactive,Inactive,0.79
DB07686,"4-{[5-(CYCLOHEXYLAMINO)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE",experimental,,,Inactive,Inactive,0.81
DB07687,"4-({5-[(4-AMINOCYCLOHEXYL)AMINO][1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL}AMINO)BENZENESULFONAMIDE",experimental,,,Inactive,Inactive,0.79
DB07688,"4-{[5-(CYCLOHEXYLOXY)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE",experimental,,,Inactive,Inactive,0.75
DB07689,"METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL]AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE",experimental,,,Inactive,,0.54
DB07691,"2-({[3-(3,4-dihydroisoquinolin-2(1H)-ylsulfonyl)phenyl]carbonyl}amino)benzoic acid",experimental,,,Inactive,,0.6
DB07692,"1-[(2,6-difluorophenyl)sulfonyl]-4-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)piperazine",experimental,,,Inactive,Inactive,0.71
DB07693,"N-(3,5-dibromo-4-hydroxyphenyl)-2,6-dimethylbenzamide",experimental,,,Inactive,Inactive,0.81
DB07694,"2,5-dichloro-N-(3,5-dibromo-4-hydroxyphenyl)benzamide",experimental,,,Inactive,Inactive,0.74
DB07695,"N-(3,5-dibromo-4-hydroxyphenyl)-4-hydroxy-3,5-dimethylbenzamide",experimental,,,Inactive,Inactive,0.79
DB07696,methyl (3S)-3-[(tert-butoxycarbonyl)amino]-4-oxopentanoate,experimental,,,Inactive,Inactive,0.79
DB07697,"1-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)-4-[(4-methoxyphenyl)sulfonyl]piperazine",experimental,,,Inactive,Inactive,0.75
DB07698,"3-(3-aminophenyl)-N-(3-chlorophenyl)pyrazolo[1,5-a]pyrimidin-5-amine",experimental,,,Inactive,Inactive,0.75
DB07700,"3-carboxamido-1,3,5(10)-estratrien-17(R)-spiro-2'(5',5'-dimethyl-6'oxo)tetrahydropyran",experimental,,,Inactive,Inactive,0.8
DB07701,"1-BENZYL-4-[(5,6-DIMETHOXY-1-INDANON-2-YL)METHYL]PIPERIDINE",experimental,DB00843,,Inactive,Inactive,0.71
DB07702,17alpha-Estriol,experimental,,,Inactive,Inactive,0.8
DB07703,"(3R,4S,5S,7R,9E,11R,12R)-12-ETHYL-4-HYDROXY-3,5,7,11-TETRAMETHYLOXACYCLODODEC-9-ENE-2,8-DIONE",experimental,,,Inactive,Inactive,0.74
DB07704,"6-AMINO-4-[2-(4-METHOXYPHENYL)ETHYL]-1,7-DIHYDRO-8H-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE",experimental,,,Inactive,,0.56
DB07705,(S)-econazole,experimental,,,Inactive,Inactive,0.7
DB07706,2-Hydroxyestradiol,experimental,,,Inactive,Inactive,0.79
DB07707,"(9BETA,11ALPHA,13ALPHA,14BETA,17ALPHA)-11-(METHOXYMETHYL)ESTRA-1(10),2,4-TRIENE-3,17-DIOL",experimental,,,Inactive,Inactive,0.84
DB07708,3-CHLORO-2-(4-HYDROXYPHENYL)-2H-INDAZOL-5-OL,experimental,,,Inactive,Inactive,0.8
DB07710,PHENYLALANYLAMINODI(ETHYLOXY)ETHYL BENZENESULFONAMIDEAMINOCARBONYLBENZENESULFONAMIDE,experimental,,,Inactive,,0.65
DB07711,"(2S,3R)-3-(6-amino-9H-purin-9-yl)nonan-2-ol",experimental,,,Inactive,,0.68
DB07712,3-ETHYL-2-(4-HYDROXYPHENYL)-2H-INDAZOL-5-OL,experimental,,,Inactive,Inactive,0.82
DB07713,"(1S)-1-{[(4'-methoxy-1,1'-biphenyl-4-yl)sulfonyl]amino}-2-methylpropylphosphonic acid",experimental,,,Inactive,Inactive,0.85
DB07714,"6-(3-METHYL-1,4-DIOXO-1,4-DIHYDRONAPHTHALEN-2-YL)HEXANOIC ACID",experimental,,,Inactive,Inactive,0.8
DB07715,Emodin,investigational,,,Inactive,,0.69
DB07716,"(4Z)-2,8:7,12:11,15:14,18:17,22-PENTAANHYDRO-4,5,6,9,10,13,19,20,21-NONADEOXY-D-ARABINO-D-ALLO-D-ALLO-DOCOSA-4,9,20-TRIENITOL",experimental,,,Inactive,,0.66
DB07717,"(5S,8R,9S,10S,13R,14S,17S)-13-{2-[(3,5-DIFLUOROBENZYL)OXY]ETHYL}-17-HYDROXY-10-METHYLHEXADECAHYDRO-3H-CYCLOPENTA[A]PHENANTHREN-3-ONE",experimental,,,Inactive,Inactive,0.72
DB07718,4-Hydroxyphenylpyruvic acid,experimental,,,Inactive,Inactive,0.85
DB07719,"[(3R)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid",experimental,DB06887,,Inactive,Inactive,0.74
DB07720,Epibatidine,experimental,,,Inactive,,0.68
DB07721,DIETHYL 4-METHOXYPHENYL PHOSPHATE,experimental,,,Inactive,Inactive,0.83
DB07722,3-(4-NITRO-PHENOXY)-PROPAN-1-OL,experimental,,,Inactive,Inactive,0.89
DB07723,3-(5-methoxy-1H-indol-3-yl)propanoic acid,experimental,,,Inactive,Inactive,0.79
DB07724,Indeglitazar,experimental,,,Inactive,Inactive,0.82
DB07726,t-Butylhydroquinone,experimental,,,Inactive,Inactive,0.9
DB07728,"2-[2-(2-FLUOROPHENYL)PYRIDIN-4-YL]-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE",experimental,,,Inactive,,0.63
DB07729,3-fluoro-N-[3-(1H-tetrazol-5-yl)phenyl]benzamide,experimental,,,Inactive,,0.67
DB07730,"5-(3-HYDROXYPHENYL)ISOTHIAZOL-3(2H)-ONE 1,1-DIOXIDE",experimental,,,Inactive,Inactive,0.83
DB07731,CAN-508,experimental,,,Inactive,Inactive,0.77
DB07732,2-[(2-NAPHTHYLSULFONYL)AMINO]ETHYL DIHYDROGEN PHOSPHATE,experimental,,,Inactive,,0.5
DB07733,"1-METHYL-3-TRIFLUOROMETHYL-1H-THIENO[2,3-C]PYRAZOLE-5-CARBOXYLIC ACID (2-MERCAPTO-ETHYL)-AMIDE",experimental,,,Inactive,,0.67
DB07734,N-(1-benzylpiperidin-4-yl)-4-sulfanylbutanamide,experimental,,,Inactive,,0.69
DB07735,"N-[1-(2,6-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide",experimental,,,Inactive,,0.68
DB07736,(2S)-4-(4-fluorobenzyl)-N-(2-sulfanylethyl)piperazine-2-carboxamide,experimental,,,Inactive,Inactive,0.72
DB07737,(2S)-4-(4-fluorobenzyl)-N-(3-sulfanylpropyl)piperazine-2-carboxamide,experimental,,,Inactive,,0.69
DB07738,"N-[1-(5-bromo-2,3-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide",experimental,,,Inactive,Inactive,0.72
DB07739,"(3R)-3-(FLUOROMETHYL)-7-(THIOMORPHOLIN-4-YLSULFONYL)-1,2,3,4-TETRAHYDROISOQUINOLINE",experimental,,,Inactive,Inactive,0.74
DB07740,"(7R,12R,13R)-13-formyl-12,14-dihydroxy-3,5,7-trimethyltetradeca-2,4-dienoic acid",experimental,,,Inactive,,0.67
DB07741,"4-(1R,3AS,4R,8AS,8BR)-[1-DIFLUOROMETHYL-2-(4-FLUOROBENZYL)-3-OXODECAHYDROPYRROLO[3,4-A]PYRROLIZIN-4-YL]BENZAMIDINE",experimental,,,Inactive,,0.67
DB07742,"N-(2,3-DIFLUORO-BENZYL)-4-SULFAMOYL-BENZAMIDE",experimental,,,Inactive,Inactive,0.8
DB07743,"S-[5-(TRIFLUOROMETHYL)-4H-1,2,4-TRIAZOL-3-YL] 5-(PHENYLETHYNYL)FURAN-2-CARBOTHIOATE",experimental,,CHEMBL379642,Active,Active,0.76
DB07744,Z-Val-Ala-Asp fluoromethyl ketone,experimental,,,Active,Active,0.77
DB07745,2-{[4-(TRIFLUOROMETHOXY)BENZOYL]AMINO}ETHYL DIHYDROGEN PHOSPHATE,experimental,,,Inactive,,0.64
DB07746,3-ETHYL-6-{[(4-FLUOROPHENYL)SULFONYL]AMINO}-2-METHYLBENZOIC ACID,experimental,,,Inactive,,0.58
DB07747,"(3R)-N-(4-CHLOROPHENYL)-3-(HYDROXYMETHYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE",experimental,,,Inactive,Inactive,0.71
DB07748,2-({[4-(TRIFLUOROMETHOXY)PHENYL]SULFONYL}AMINO)ETHYL DIHYDROGEN PHOSPHATE,experimental,,,Inactive,Inactive,0.73
DB07749,2-ACETYLAMINO-4-METHYL-PENTANOIC ACID (1-FORMYL-2-PHENYL-ETHYL)-AMIDE,experimental,,,Inactive,,0.5
DB07750,"(2R)-1-[4-({4-[(2,5-Dichlorophenyl)amino]-2-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol",experimental,,,Inactive,,0.67
DB07751,"(2S)-1-[4-({6-[(2,6-Difluorophenyl)amino]-4-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol",experimental,,,Inactive,,0.67
DB07753,"3',5'-DIFLUOROBIPHENYL-4-CARBOXYLIC ACID",experimental,,,Inactive,Inactive,0.74
DB07754,DCFBC,experimental,,,Inactive,Inactive,0.76
DB07755,"(2S)-1-[4-({4-[(2,5-Dichlorophenyl)amino]-2-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol",experimental,,,Inactive,,0.67
