id,name,status,smiles
DB06974,"5-hydroxy-4-(7-methoxy-1,1-dioxido-2H-1,2,4-benzothiadiazin-3-yl)-2-(3-methylbutyl)-6-phenylpyridazin-3(2H)-one",experimental,COc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c(-c3ccccc3)nn(CCC(C)C)c1=O)=N2
DB06976,"1-(5-OXO-2,3,5,9B-TETRAHYDRO-1H-PYRROLO[2,1-A]ISOINDOL-9-YL)-3-(5-PYRROLIDIN-2-YL-1H-PYRAZOL-3-YL)-UREA",experimental,O=C(Nc1cc([C@@H]2CCCN2)[nH]n1)Nc1cccc2c1[C@@H]1CCCN1C2=O
DB06977,(2S)-1-{[5-(1H-Indazol-5-yl)-3-pyridinyl]oxy}-3-(7aH-indol-3-yl)-2-propanamine,experimental,N[C@H](COc1cncc(-c2ccc3n[nH]cc3c2)c1)CC1=C2C=CC=CC2N=C1
DB06978,"N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]-4-methoxybenzohydrazide",experimental,COc1ccc(C(=O)N/N=C/c2cc(Br)c(O)c(Br)c2O)cc1
DB06979,"5-(dodecylthio)-1H-1,2,3-triazole-4-carboxylic acid",experimental,CCCCCCCCCCCCSc1[nH]nnc1C(=O)O
DB06980,(2S)-2-(1H-indol-3-yl)hexanoic acid,experimental,CCCC[C@H](C(=O)O)c1c[nH]c2ccccc12
DB06981,(2S)-2-(1H-indol-3-yl)pentanoic acid,experimental,CCC[C@H](C(=O)O)c1c[nH]c2ccccc12
DB06982,(2S)-8-[(tert-butoxycarbonyl)amino]-2-(1H-indol-3-yl)octanoic acid,experimental,CC(C)(C)OC(=O)NCCCCCC[C@H](C(=O)O)c1c[nH]c2ccccc12
DB06983,"(5-phenyl-7-(pyridin-3-ylmethylamino)pyrazolo[1,5-a]pyrimidin-3-yl)methanol",experimental,OCc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12
DB06984,"(1R,2R,3R,4S,5R)-4-(BENZYLAMINO)-5-(METHYLTHIO)CYCLOPENTANE-1,2,3-TRIOL",experimental,CS[C@@H]1[C@@H](NCc2ccccc2)[C@@H](O)[C@@H](O)[C@H]1O
DB06985,2-[({4-[2-(trifluoromethyl)phenyl]piperidin-1-yl}carbonyl)amino]benzoic acid,experimental,O=C(O)c1ccccc1NC(=O)N1CCC(c2ccccc2C(F)(F)F)CC1
DB06986,"2-CHLORO-N-[(1R,2R)-1-HYDROXY-2,3-DIHYDRO-1H-INDEN-2-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE",experimental,O=C(N[C@@H]1Cc2ccccc2[C@H]1O)c1cc2cc(Cl)sc2[nH]1
DB06987,(R)-Atenolol,experimental,CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1
DB06988,2-HYDROXY-5-{[(1E)-2-PHENYLETHYLIDENE]AMINO}-L-TYROSINE,experimental,N[C@@H](Cc1cc(/N=C/Cc2ccccc2)c(O)cc1O)C(=O)O
DB06989,{4-[2-BENZYL-3-METHOXY-2-(METHOXYCARBONYL)-3-OXOPROPYL]PHENYL}SULFAMIC ACID,experimental,COC(=O)C(Cc1ccccc1)(Cc1ccc(NS(=O)(=O)O)cc1)C(=O)OC
DB06990,"4-[(1E,7E)-8-(2,6-DIOXO-1,2,3,6-TETRAHYDROPYRIMIDIN-4-YL)-3,6-DIOXA-2,7-DIAZAOCTA-1,7-DIEN-1-YL]BENZOIC ACID",experimental,O=C(O)c1ccc(/C=N/OCCO/N=C/c2cc(=O)[nH]c(=O)[nH]2)cc1
DB06991,"N-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1R)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide",experimental,CC[C@@H](C)Nc1ncc(C(=O)Nc2cc(C(=O)NC)ccc2C)s1
DB06992,"(3,3-dimethylpiperidin-1-yl)(6-(3-fluoro-4-methylphenyl)pyridin-2-yl)methanone",experimental,Cc1ccc(-c2cccc(C(=O)N3CCCC(C)(C)C3)n2)cc1F
DB06993,"(2S,3S)-4-cyclopropyl-3-{(3R,5R)-3-[2-fluoro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazolidin-5-yl}-1-[(3S)-3-fluoropyrrolidin-1-yl]-1-oxobutan-2-amine",experimental,CS(=O)(=O)c1ccc([C@H]2NOC([C@@H](CC3CC3)[C@H](N)C(=O)N3CC[C@H](F)C3)N2)c(F)c1
DB06994,"(2S,3S)-3-{3-[2-chloro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazol-5-yl}-1-cyclopentylidene-4-cyclopropyl-1-fluorobutan-2-amine",experimental,CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(F)=C3CCCC3)n2)c(Cl)c1
DB06995,N-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}carbamoyl)-2-(4-fluorophenyl)acetamide,experimental,Nc1cc(Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F)ccn1
DB06996,D-leucyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,experimental,CC(C)C[C@@H](N)C(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1
DB06997,"2-(4-fluorophenyl)-N-{[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide",experimental,O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1
DB06998,"[(5R)-5-(2,3-dibromo-5-ethoxy-4-hydroxybenzyl)-4-oxo-2-thioxo-1,3-thiazolidin-3-yl]acetic acid",experimental,CCOc1cc(C[C@H]2SC(=S)N(CC(=O)O)C2=O)c(Br)c(Br)c1O
DB06999,PLX-4720,experimental,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F
DB07000,"N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide",experimental,CCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cccnc4)cc23)c1F
DB07001,"(3S,5E)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2H)-imine",experimental,CCC[C@H]1COc2ccsc2C(N)=N1
DB07002,4-({4-[(4-methoxypyridin-2-yl)amino]piperidin-1-yl}carbonyl)benzonitrile,experimental,COc1ccnc(NC2CCN(C(=O)c3ccc(C#N)cc3)CC2)c1
DB07003,"(2S)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",experimental,C[C@H]1CN=C(N)c2sccc2O1
DB07004,2-[(5-hex-1-yn-1-ylfuran-2-yl)carbonyl]-N-methylhydrazinecarbothioamide,experimental,CCCCC#Cc1ccc(C(=O)NNC(=S)NC)o1
DB07005,D-phenylalanyl-N-{4-[amino(iminio)methyl]benzyl}-L-prolinamide,experimental,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)Cc2ccccc2)cc1
DB07006,"9-HYDROXY-6-(3-HYDROXYPROPYL)-4-(2-METHOXYPHENYL)PYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE",experimental,COc1ccccc1-c1cc2c(c3c1C(=O)NC3=O)c1cc(O)ccc1n2CCCO
DB07007,"(3R)-3-[(1,2,3,4-tetrahydroisoquinolin-7-yloxy)methyl]-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",experimental,NC1=N[C@H](COc2ccc3c(c2)CNCC3)COc2ccsc21
DB07008,"4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PYRIMIDINE",experimental,c1cn(-c2ccc(Oc3nccc(Oc4ccc5c(c4)OCO5)n3)cc2)cn1
DB07009,"2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL",experimental,Oc1ccc2nc(-c3cccc4c(O)cccc34)oc2c1
DB07010,N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE,experimental,O=C(NCc1ccccc1)c1cc(-c2n[nH]cc2-c2cccc(Cl)c2)c[nH]1
DB07011,"(3S)-1-(1,3-BENZODIOXOL-5-YLMETHYL)-3-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PIPERIDINE",experimental,c1cn(-c2ccc(O[C@H]3CCCN(Cc4ccc5c(c4)OCO5)C3)cc2)cn1
DB07012,"6-AMINO-3,7-DIHYDRO-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE",experimental,Nc1nc2cc3[nH]cnc3cc2c(=O)[nH]1
DB07013,TERT-BUTYL 4-({[4-(BUT-2-YN-1-YLAMINO)PHENYL]SULFONYL}METHYL)-4-[(HYDROXYAMINO)CARBONYL]PIPERIDINE-1-CARBOXYLATE,experimental,CC#CCNc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)OC(C)(C)C)CC2)cc1
DB07014,"2-(1,3-benzodioxol-5-yl)-5-[(3-fluoro-4-methoxybenzyl)sulfanyl]-1,3,4-oxadiazole",experimental,COc1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1F
DB07015,"(3R,4R)-4-(pyrrolidin-1-ylcarbonyl)-1-(quinoxalin-2-ylcarbonyl)pyrrolidin-3-amine",experimental,N[C@H]1CN(C(=O)c2cnc3ccccc3n2)C[C@H]1C(=O)N1CCCC1
DB07016,"(3R)-8-(dioxidosulfanyl)-3-methyl-1,2,3,4-tetrahydroquinoline",experimental,C[C@H]1CNc2c(cccc2[SH](=O)=O)C1
DB07017,"(5S)-2-{[(1S)-1-(4-Fluorophenyl)ethyl]amino}-5-(2-hydroxy-2-propanyl)-5-methyl-1,3-thiazol-4(5H)-one",experimental,C[C@H](NC1=NC(=O)[C@](C)(C(C)(C)O)S1)c1ccc(F)cc1
DB07018,5-ETHYL-3-[(2-METHOXYETHYL)METHYLAMINO]-6-METHYL-4-(3-METHYLBENZYL)PYRIDIN-2(1H)-ONE,experimental,CCc1c(C)[nH]c(=O)c(N(C)CCOC)c1Cc1cccc(C)c1
DB07019,"N-[(5R,14R)-5-AMINO-5,14-DIMETHYL-4-OXO-3-OXA-18-AZATRICYCLO[15.3.1.1~7,11~]DOCOSA-1(21),7(22),8,10,17,19-HEXAEN-19-YL]-N-METHYLMETHANESULFONAMIDE",experimental,C[C@@H]1CCc2cccc(c2)C[C@@](C)(N)C(=O)OCc2cc(nc(N(C)S(C)(=O)=O)c2)CC1
DB07020,"N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide",experimental,O=C(Nc1cccc(-c2n[nH]c3ccc(-c4nc[nH]n4)cc23)c1)c1ccco1
DB07021,"(7R,8R)-8-(2,4,5-trifluorophenyl)-6,7,8,9-tetrahydroimidazo[1,2-a:4,5-c']dipyridin-7-amine",experimental,N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F
DB07022,3-Hydroxypropyl 3-[(7-carbamimidoyl-1-naphthyl)carbamoyl]benzenesulfonate,experimental,N=C(N)c1ccc2cccc(NC(=O)c3cccc(S(=O)(=O)OCCCO)c3)c2c1
DB07023,"(1R)-2-[(Diaminomethylene)amino]-1-{4-[(4R)-4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl]phenyl}ethyl nicotinate",experimental,NC(N)=NC[C@H](OC(=O)c1cccnc1)c1ccc(B2OC[C@@H](CO)O2)cc1
DB07024,"2-(3,4-DIHYDROXYPHENYL)-8-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-3-HYDROXY-6-METHYL-4H-CHROMEN-4-ONE",experimental,Cc1cc(N2CCCS2(=O)=O)c2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1
DB07025,3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)QUINOLIN-2(1H)-ONE,experimental,NCC1CCN(Cc2ccc3[nH]c(-c4cc5ccccc5[nH]c4=O)cc3c2)CC1
DB07026,"(1S,5S,7R)-N~7~-(BIPHENYL-4-YLMETHYL)-N~3~-HYDROXY-6,8-DIOXA-3-AZABICYCLO[3.2.1]OCTANE-3,7-DICARBOXAMIDE",experimental,O=C(NCc1ccc(-c2ccccc2)cc1)[C@@H]1O[C@H]2CN(C(=O)NO)C[C@@H]1O2
DB07027,D-phenylalanyl-N-(3-fluorobenzyl)-L-prolinamide,experimental,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(F)c1
DB07028,(2-{[(4-BROMO-2-FLUOROBENZYL)AMINO]CARBONYL}-5-CHLOROPHENOXY)ACETIC ACID,experimental,O=C(O)COc1cc(Cl)ccc1C(=O)NCc1ccc(Br)cc1F
DB07029,"4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]-6-METHYLPYRIMIDINE",experimental,Cc1cc(Oc2ccc3c(c2)OCO3)nc(Oc2ccc(-n3ccnc3)cc2)n1
DB07030,(5-CHLORO-2-{[(3-NITROBENZYL)AMINO]CARBONYL}PHENOXY)ACETIC ACID,experimental,O=C(O)COc1cc(Cl)ccc1C(=O)NCc1cccc([N+](=O)[O-])c1
DB07031,"3-Fluoro-4-{[(2R)-2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydro-2-naphthalenyl)acetyl]amino}benzoic acid",experimental,CC1(C)CCC(C)(C)c2cc([C@@H](O)C(=O)Nc3ccc(C(=O)O)cc3F)ccc21
DB07032,2-(4-HYDROXY-PHENYL)BENZOFURAN-5-OL,experimental,Oc1ccc(-c2cc3cc(O)ccc3o2)cc1
DB07033,5-HYDROXY-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-2-ONE,experimental,C[C@H](C1=c2cc(O)ccc2=NC1=O)c1ccc[nH]1
DB07034,"2,2'-{[9-(HYDROXYIMINO)-9H-FLUORENE-2,7-DIYL]BIS(OXY)}DIACETIC ACID",experimental,O=C(O)COc1ccc2c(c1)C(=NO)c1cc(OCC(=O)O)ccc1-2
DB07035,"(2E)-3-{3-[(5-ETHYL-3-IODO-6-METHYL-2-OXO-1,2-DIHYDROPYRIDIN-4-YL)OXY]PHENYL}ACRYLONITRILE",experimental,CCc1c(C)[nH]c(=O)c(I)c1Oc1cccc(/C=C/C#N)c1
DB07036,"(3aS,4R,9bR)-2,2-difluoro-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol",experimental,COCc1cc(O)cc2c1O[C@@H](c1ccc(O)cc1)[C@H]1CC(F)(F)C[C@@H]21
DB07037,(2S)-1-AMINO-3-[(5-NITROQUINOLIN-8-YL)AMINO]PROPAN-2-OL,experimental,NC[C@H](O)CNc1ccc([N+](=O)[O-])c2cccnc12
DB07038,2-(cyclohexylamino)benzoic acid,experimental,O=C(O)c1ccccc1NC1CCCCC1
DB07039,(2S)-N-(4-cyano-3-iodophenyl)-3-(4-cyanophenoxy)-2-hydroxy-2-methylpropanamide,experimental,C[C@](O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(I)c1
DB07040,"2-amino-7-fluoro-5-oxo-5H-chromeno[2,3-b]pyridine-3-carboxamide",experimental,NC(=O)c1cc2c(=O)c3cc(F)ccc3oc2nc1N
DB07041,"N-[2-(2,4-diaminopyrido[2,3-d]pyrimidin-7-yl)-2-methylpropyl]-4-phenoxybenzamide",experimental,CC(C)(CNC(=O)c1ccc(Oc2ccccc2)cc1)c1ccc2c(N)nc(N)nc2n1
DB07042,"7-amino-2-tert-butyl-4-{[2-(1H-imidazol-4-yl)ethyl]amino}pyrido[2,3-d]pyrimidine-6-carboxamide",experimental,CC(C)(C)c1nc(NCCc2c[nH]cn2)c2cc(C(N)=O)c(N)nc2n1
DB07043,"7-amino-2-tert-butyl-4-(4-pyrimidin-2-ylpiperazin-1-yl)pyrido[2,3-d]pyrimidine-6-carboxamide",experimental,CC(C)(C)c1nc(N2CCN(c3ncccn3)CC2)c2cc(C(N)=O)c(N)nc2n1
DB07044,"3-bromo-N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]benzohydrazide",experimental,O=C(N/N=C/c1cc(Br)c(O)c(Br)c1O)c1cccc(Br)c1
DB07045,"(2R,3R,4S,5R)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol",experimental,Nc1ncnc2c1nc(NCc1ccc(Cl)c(Cl)c1)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
DB07046,"2-[(2-chloro-4-iodophenyl)amino]-N-{[(2R)-2,3-dihydroxypropyl]oxy}-3,4-difluorobenzamide",experimental,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl
DB07047,"2',4'-DICHLORO-4-HYDROXY-1,1'-BIPHENYL-3-CARBOXYLIC ACID",experimental,O=C(O)c1cc(-c2ccc(Cl)cc2Cl)ccc1O
DB07048,"N-[(2R)-5-(aminosulfonyl)-2,3-dihydro-1H-inden-2-yl]-2-propylpentanamide",experimental,CCCC(CCC)C(=O)N[C@@H]1Cc2ccc(S(N)(=O)=O)cc2C1
DB07049,(2R)-1-[(4-tert-butylphenyl)sulfonyl]-2-methyl-4-(4-nitrophenyl)piperazine,experimental,C[C@@H]1CN(c2ccc([N+](=O)[O-])cc2)CCN1S(=O)(=O)c1ccc(C(C)(C)C)cc1
DB07050,"5-[(phenylsulfonyl)amino]-1,3,4-thiadiazole-2-sulfonamide",experimental,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccccc2)s1
DB07051,"3,5-DIMETHYL-1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID ETHYL ESTER",experimental,CCOC(=O)c1c(C)nn(-c2ccccc2)c1C
DB07052,5'-S-ethyl-5'-thioadenosine,experimental,CCSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
DB07053,2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,experimental,CCCc1c(OCCCOc2ccc3c(ccn3CC(=O)O)c2)ccc2c(C(F)(F)F)noc12
DB07054,(2R)-1-(DIMETHYLAMINO)-3-{4-[(6-{[2-FLUORO-5-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-4-YL)AMINO]PHENOXY}PROPAN-2-OL,experimental,CN(C)C[C@@H](O)COc1ccc(Nc2cc(Nc3cc(C(F)(F)F)ccc3F)ncn2)cc1
DB07055,"2-[2-(1H-tetrazol-5-yl)ethyl]-1H-isoindole-1,3(2H)-dione",experimental,O=C1c2ccccc2C(=O)N1CCc1nnn[nH]1
DB07056,"2-(6-{[(3-chloro-2-methylphenyl)sulfonyl]amino}pyridin-2-yl)-N,N-diethylacetamide",experimental,CCN(CC)C(=O)Cc1cccc(NS(=O)(=O)c2cccc(Cl)c2C)n1
DB07057,(3S)-1-(2-hydroxyphenyl)-5-oxopyrrolidine-3-carboxylic acid,experimental,O=C(O)[C@H]1CC(=O)N(c2ccccc2O)C1
DB07058,"5-[1-(4-methoxyphenyl)-1H-benzimidazol-6-yl]-1,3,4-oxadiazole-2(3H)-thione",experimental,COc1ccc(-n2cnc3ccc(-c4n[nH]c(=S)o4)cc32)cc1
DB07059,"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOXAZIN-4-YL]ETHYL}ACETAMIDE",experimental,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(C)O2
DB07060,3-(INDOL-3-YL) LACTATE,experimental,O=C(O)[C@@H](O)Cc1c[nH]c2ccccc12
DB07061,"1-(CYCLOHEXYLAMINO)-3-(6-METHYL-3,4-DIHYDRO-1H-CARBAZOL-9(2H)-YL)PROPAN-2-OL",experimental,Cc1ccc2c(c1)c1c(n2C[C@@H](O)CNC2CCCCC2)CCCC1
DB07062,"N-{3-[4-Hydroxy-1-(3-methylbutyl)-2-oxo-1,2-dihydropyrrolo[1,2-b]pyridazin-3-yl]-1,1-dioxido-2H-1,2,4-benzothiadiazin-7-yl}methanesulfonamide",experimental,CC(C)CCn1c(=O)c(C2=Nc3ccc(NS(C)(=O)=O)cc3S(=O)(=O)N2)c(O)c2cccn21
DB07063,Lidorestat,investigational,O=C(O)Cn1cc(Cc2nc3c(F)c(F)cc(F)c3s2)c2ccccc21
DB07064,"(4R)-4-(3-HYDROXYPHENYL)-N,N,7,8-TETRAMETHYL-3,4-DIHYDROISOQUINOLINE-2(1H)-CARBOXAMIDE",experimental,Cc1ccc2c(c1C)CN(C(=O)N(C)C)C[C@@H]2c1cccc(O)c1
DB07065,"5-(2,3-dichlorophenyl)-N-(pyridin-4-ylmethyl)-3-thiocyanatopyrazolo[1,5-a]pyrimidin-7-amine",experimental,N#CSc1cnn2c(NCc3ccncc3)cc(-c3cccc(Cl)c3Cl)nc12
DB07066,"2-CHLORO-N-[(3R)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE",experimental,O=C(N[C@@H]1Cc2ccccc2NC1=O)c1cc2cc(Cl)sc2[nH]1
DB07067,"(2S,3S)-3-{3-[4-(METHYLSULFONYL)PHENYL]-1,2,4-OXADIAZOL-5-YL}-1-OXO-1-PYRROLIDIN-1-YLBUTAN-2-AMINE",experimental,C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2)no1)[C@H](N)C(=O)N1CCCC1
DB07068,"(4-{4-[(TERT-BUTOXYCARBONYL)AMINO]-2,2-BIS(ETHOXYCARBONYL)BUTYL}PHENYL)SULFAMIC ACID",experimental,CCOC(=O)C(CCNC(=O)OC(C)(C)C)(Cc1ccc(NS(=O)(=O)O)cc1)C(=O)OCC
DB07069,m-Hydroxyhippuric acid,experimental,O=C(O)CNC(=O)c1cccc(O)c1
DB07070,(2S)-2-{3-[({[2-fluoro-4-(trifluoromethyl)phenyl]carbonyl}amino)methyl]-4-methoxybenzyl}butanoic acid,experimental,CC[C@@H](Cc1ccc(OC)c(CNC(=O)c2ccc(C(F)(F)F)cc2F)c1)C(=O)O
DB07071,"(R)-1-(4-(4-(Hydroxymethyl)-1,3,2-dioxaborolan-2-YL)phenethyl)guanidine",experimental,NC(N)=NCCc1ccc(B2OC[C@@H](CO)O2)cc1
DB07072,"(1S,2R,5S)-5-[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]-2-(2,4,5-TRIFLUOROPHENYL)CYCLOHEXANAMINE",experimental,N[C@H]1C[C@@H](N2CCn3c(nnc3C(F)(F)F)C2)CC[C@@H]1c1cc(F)c(F)cc1F
DB07073,"5,5-dimethyl-2-morpholin-4-yl-5,6-dihydro-1,3-benzothiazol-7(4H)-one",experimental,CC1(C)CC(=O)c2sc(N3CCOCC3)nc2C1
DB07074,6-CARBAMIMIDOYL-4-(3-HYDROXY-2-METHYL-BENZOYLAMINO)-NAPHTHALENE-2-CARBOXYLIC ACID METHYL ESTER,experimental,COC(=O)c1cc(NC(=O)c2cccc(O)c2C)c2cc(C(=N)N)ccc2c1
DB07075,3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)-1H-INDAZOLE-6-CARBONITRILE,experimental,N#Cc1ccc2c(-c3cc4cc(CN5CCC(CN)CC5)ccc4[nH]3)n[nH]c2c1
DB07076,6-[(Z)-AMINO(IMINO)METHYL]-N-[3-(CYCLOPENTYLOXY)PHENYL]-2-NAPHTHAMIDE,experimental,N=C(N)c1ccc2cc(C(=O)Nc3cccc(OC4CCCC4)c3)ccc2c1
DB07077,"(R)-1-(4-(4-(Hydroxymethyl)-1,3,2-dioxaborolan-2-YL)phenyl)guanidine",experimental,NC(N)=Nc1ccc(B2OC[C@@H](CO)O2)cc1
DB07078,"(3Z)-6-(4-HYDROXY-3-METHOXYPHENYL)-3-(1H-PYRROL-2-YLMETHYLENE)-1,3-DIHYDRO-2H-INDOL-2-ONE",experimental,COc1cc(-c2ccc3c(c2)NC(=O)/C3=C\c2ccc[nH]2)ccc1O
DB07079,3-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}propane-1-thiol,experimental,CC#CCOc1ccc(S(=O)(=O)CCCS)cc1
DB07080,TO-901317,experimental,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
DB07081,"(2R)-4-[(8R)-8-METHYL-2-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[1,5-A]PYRAZIN-7(8H)-YL]-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE",experimental,C[C@@H]1c2nc(C(F)(F)F)nn2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F
DB07082,"1,1,1,3,3,3-HEXAFLUORO-2-{4-[(2,2,2-TRIFLUOROETHYL)AMINO]PHENYL}PROPAN-2-OL",experimental,OC(c1ccc(NCC(F)(F)F)cc1)(C(F)(F)F)C(F)(F)F
DB07083,beta-phenyl-D-phenylalanyl-N-propyl-L-prolinamide,experimental,CCCNC(=O)[C@@H]1CCCN1C(=O)[C@H](N)C(c1ccccc1)c1ccccc1
DB07084,"N-(6,7,9,10,17,18,20,21-octahydrodibenzo[b,k][1,4,7,10,13,16]hexaoxacyclooctadecin-2-yl)acetamide",experimental,CC(=O)Nc1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2
DB07085,2-{[N-(2-ACETYL-5-CHLORO-4-FLUOROPHENYL)GLYCYL]AMINO}BENZOIC ACID,experimental,CC(=O)c1cc(F)c(Cl)cc1NCC(=O)Nc1ccccc1C(=O)O
DB07086,"4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-8-METHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",experimental,CC1=CC[C@]2(CO)CO[C@H](c3ccc(O)cc3)[C@H]1C2
DB07087,"4-[(1S,2S,5S,9R)-5-(HYDROXYMETHYL)-8,9-DIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",experimental,C[C@H]1CC[C@]2(CO)CO[C@H](c3ccc(O)cc3)[C@H]1[C@H]2C
DB07088,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide,experimental,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)COC2CCCC2)cc1
DB07089,N-[amino(imino)methyl]-2-[2-(2-chlorophenyl)-4-(4-propoxyphenyl)-3-thienyl]acetamide,experimental,CCCOc1ccc(-c2csc(-c3ccccc3Cl)c2CC(=O)NC(=N)N)cc1
DB07090,(3S)-N-(3-CHLORO-2-METHYLPHENYL)-1-CYCLOHEXYL-5-OXOPYRROLIDINE-3-CARBOXAMIDE,experimental,Cc1c(Cl)cccc1NC(=O)[C@H]1CC(=O)N(C2CCCCC2)C1
DB07091,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide,experimental,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)COC2CCCCC2)cc1
